prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
number,number%string%other%array%object,1,skew y,skew axis,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,296,number,skewY
other,other%graphics%matrix%me.vector2d%transformation,0,set transform,set matrix base available property,matrix. good chain method call,x y pivot x pivot y scale x scale y rotation skew x skew y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,296,pixi.matrix,setTransform
matrix3,matrix3%goog.math.matrix%other%phaser.matrix%array,1,matrix,matrix prepend,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,315,pixi.matrix,matrix
other,other%matrix%transformation%goog.math.matrix%me.vector2d,0,prepend,prepends give matrix matrix,matrix. good chain method call,matrix,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,315,pixi.matrix,prepend
function,function%object%goog.graphics.affinetransform%string%array,1,transform,transform apply property,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,342,pixi.transform,transform
other,other%object%array%matrix%phaser.matrix,0,decompose,decompose matrix x scale x scale rotation set property transform,transform newly apply property,transform,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,342,pixi.transform,decompose
other,other%me.vector2d%object%graphics%function,0,invert,inverts matrix,matrix. good chain method call,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,389,pixi.matrix,invert
other,other%matrix%me.vector2d%this%ext.draw.matrix,0,identity,reset matrix identity default matrix,matrix. good chain method call,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,413,pixi.matrix,identity
other,other%matrix%phaser.matrix%canvasrenderingcontext2d%object,0,clone,create new matrix object value one,copy matrix. good chain method call,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,430,pixi.matrix,clone
phaser.matrix,phaser.matrix%array.<array.<any>>%goog.math.matrix%matrix3%matrix,1,matrix,matrix copy,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,450,pixi.matrix,matrix
array,array%goog.math.matrix%other%matrix3%number,0,copy to,change value give matrix one matrix,matrix give parameter value update,matrix,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,450,pixi.matrix,copyTo
phaser.matrix,phaser.matrix%array.<array.<any>>%goog.math.matrix%matrix3%matrix,1,matrix,matrix copy,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,468,pixi.matrix,matrix
matrix,matrix%ext.draw.matrix%other%goog.math.matrix%number,0,copy from,change value matrix one give matrix,,matrix,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Matrix.js,468,pixi.matrix,copyFrom
void,void%relay%undefined%function%other,0,on change,call value change,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,78,,onChange
void,void%other%this%undefined%matrix,0,update skew,call skew rotation change,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,88,,updateSkew
undefined,undefined%other%boolean%void%promise,0,update local transform,update local matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,101,,updateLocalTransform
other,other%object%fabric.object%function%string,1,parent transform,transform parent object,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,127,pixi.transform,parentTransform
other,other%object%boolean%undefined%void,0,update transform,update value object apply parent transform,,parent transform,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,127,,updateTransform
matrix3,matrix3%other%goog.math.matrix%matrix%array,1,matrix,matrix decompose,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,172,pixi.matrix,matrix
ext.draw.matrix,ext.draw.matrix%other%matrix%goog.math.matrix%goog.graphics.affinetransform,0,set from matrix,decompose matrix set transforms property base,,matrix,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/Transform.js,172,,setFromMatrix
other,other%void%mixed%string%number,0,signum,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,12,,signum
void,void%undefined%boolean%other%object,0,init,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,26,,init
number,number%other%array.<number>%string|number%float,0,u x,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,88,,uX
number,number%other%array.<number>%string|number%array,0,u y,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,89,,uY
number,number%other%string|number%array.<number>%justmath.vec2,0,v x,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,90,,vX
number,number%other%string|number%array.<number>%int,0,v y,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,91,,vY
number,number%other%boolean%justmath.vec2%void,0,inv,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,92,,inv
boolean,boolean%other%undefined%self%void,0,add,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,101,,add
jquery,jquery%other%subscription%string%angular.jqlite,0,sub,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,102,,sub
number,number%integer%float%number|string%number|array,1,rotation,number rotate,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,111,number,rotation
number,number%number|undefined%int_64%object%other,0,rotate,add degree rotation. commutative operation,rotate number,rotation,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,111,number,rotate180
number,number%integer%complex%int%string|number,1,rotation,number check,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,121,number,rotation
boolean,boolean%bool%number%other%point,0,be vertical,direction main vector horizontal vertical diagonal. object work vertical direction different,whether direction vertical,rotation,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,121,boolean,isVertical
number,number%other%function%string%int,1,dx,todo,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,130,number,dx
number,number%other%string%int%string|number,1,dy,todo,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,130,number,dy
other,other%number%node%webinspector.textrange%htmlelement,0,by direction,,todo,dx dy,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,130,number,byDirection
other,other%matrix%object%array%phaser.sprite|phaser.image,1,matrix,sprite world matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,176,pixi.matrix,matrix
number,number%lanyard.geom.angle%number|undefined%int%type,1,rotation,rotation factor use,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,176,number,rotation
sprite,sprite%phaser.sprite%phaser.sprite|object%other%string,1,tx,sprite anchor,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,176,number,tx
sprite,sprite%phaser.sprite%other%r.math.point2d%string,1,ty,sprite anchor,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,176,number,ty
void,void%other%texture%boolean%cropper,0,matrix append rotation inv,help sprite compensate texture packer rotation,,matrix rotation tx ty,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/GroupD8.js,176,,matrixAppendRotationInv
other,other%phaser.polygon%canvasrenderingcontext2d%phaser.ellipse%me.rect,0,clone,create clone ellipse instance,copy ellipse,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Ellipse.js,60,pixi.ellipse,clone
number,number%array%type%int%array.<number>,1,x,x coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Ellipse.js,72,number,x
number,number%object%array%type%array.<number>,1,y,coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Ellipse.js,72,number,y
boolean,boolean%number%other%boolean|number%bool,0,contains,check whether x coordinate give contain within ellipse,whether x coords within ellipse,x y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Ellipse.js,72,boolean,contains
phaser.rectangle,phaser.rectangle%rectangle%me.rect%openseadragon.rect%goog.math.rect,0,get bound,return frame rectangle ellipse rectangle object,framing rectangle,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Ellipse.js,94,pixi.rectangle,getBounds
me.rect,me.rect%other%phaser.rectangle%rectangle%openseadragon.rect,0,clone,create clone rounded rectangle,copy rounded rectangle,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/RoundedRectangle.js,67,pixi.roundedrectangle,clone
number,number%array%type%int%array.<number>,1,x,x coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/RoundedRectangle.js,79,number,x
number,number%object%array%type%array.<number>,1,y,coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/RoundedRectangle.js,79,number,y
boolean,boolean%number%bool%other%boolean|number,0,contains,check whether x coordinate give contain within rounded rectangle,whether x coordinate within rounded rectangle,x y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/RoundedRectangle.js,79,boolean,contains
phaser.polygon,phaser.polygon%other%circle%polygon%vector,0,clone,create clone polygon,copy polygon,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Polygon.js,62,pixi.polygon,clone
void,void%undefined%graphics%other%boolean,0,close,close polygon add point necessary,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Polygon.js,71,,close
number,number%array%type%int%array.<number>,1,x,x coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Polygon.js,89,number,x
number,number%object%array%type%array.<number>,1,y,coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Polygon.js,89,number,y
boolean,boolean%number%boolean|number%other%integer,0,contains,check whether x coordinate pass function contain within polygon,whether x coordinate within polygon,x y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Polygon.js,89,boolean,contains
me.rect,me.rect%other%openseadragon.rect%rectangle%phaser.rectangle,0,clone,create clone rectangle,copy rectangle,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,111,pixi.rectangle,clone
phaser.rectangle,phaser.rectangle%object%openseadragon.rect%phaser.rectangle|object%goog.math.rect,1,rectangle,rectangle copy,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,122,pixi.rectangle,rectangle
goog.graphics.affinetransform,goog.graphics.affinetransform%circle%phaser.rectangle%other%object,0,copy from,copy another rectangle one,return,rectangle,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,122,pixi.rectangle,copyFrom
phaser.rectangle,phaser.rectangle%object%openseadragon.rect%phaser.rectangle|object%goog.math.rect,1,rectangle,rectangle copy,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,138,pixi.rectangle,rectangle
object,object%other%openseadragon.rect%canvasrenderingcontext2d%container,0,copy to,copy rectangle another one,return give parameter,rectangle,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,138,pixi.rectangle,copyTo
number,number%array%type%int%array.<number>,1,x,x coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,155,number,x
number,number%object%array%type%array.<number>,1,y,coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,155,number,y
boolean,boolean%number%bool%other%string,0,contains,check whether x coordinate give contain within rectangle,whether x coordinate within rectangle,x y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,155,boolean,contains
number,number%int%string%integer%other,1,pad x,horizontal padding amount,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,179,number,paddingX
number,number%int%string%integer%other,1,pad y,vertical padding amount,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,179,number,paddingY
number,number%cropper%other%undefined%graphics,0,pad,pad rectangle make grow direction,,pad x pad y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,179,,pad
phaser.rectangle,phaser.rectangle%openseadragon.rect%object%goog.math.rect%other,1,rectangle,rectangle fit,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,196,pixi.rectangle,rectangle
openseadragon.rect,openseadragon.rect%boolean%phaser.rectangle%other%rectangle,0,fit,fit rectangle around pass one,,rectangle,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,196,,fit
number,number%string%integer%number|string%other,1,resolution,resolution,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,244,number,resolution
number,number%integer|number|string%int%float%string,1,eps,precision,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,244,number,eps
other,other%openseadragon.rect%number%phaser.rectangle%cropper,0,ceil,enlarges rectangle way corner lie grid,,resolution eps,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,244,,ceil
openseadragon.rect,openseadragon.rect%phaser.rectangle%other%rectangle%me.rect,1,rectangle,rectangle include,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,261,pixi.rectangle,rectangle
boolean,boolean%openseadragon.rect%rectangle%me.rect%other,0,enlarge,enlarges rectangle include passed rectangle,,rectangle,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Rectangle.js,261,,enlarge
circle,circle%phaser.circle%phaser.polygon%other%phaser.line,0,clone,create clone circle instance,copy circle,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Circle.js,53,pixi.circle,clone
number,number%array%type%int%array.<number>,1,x,x coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Circle.js,65,number,x
number,number%object%array%type%array.<number>,1,y,coordinate point test,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Circle.js,65,number,y
boolean,boolean%number%other%string%bool,0,contains,check whether x coordinate give contain within circle,whether x coordinate within circle,x y,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Circle.js,65,boolean,contains
phaser.rectangle,phaser.rectangle%rectangle%me.rect%openseadragon.rect%object,0,get bound,return frame rectangle circle rectangle object,framing rectangle,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/math/src/shapes/Circle.js,87,pixi.rectangle,getBounds
number,number%string|number%integer%other%string,1,max,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/settings/src/utils/maxRecommendedTextures.js,15,number,max
number,number%other%void%number|string%string,0,export,maximum recommended texture unit use. theory big good desktop use many can. mobile device slow many branch shader. practice seem sweet spot size vary depend device. v mobile device limit texture unit this. v allow texture unit use modern apple android device,,max,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/settings/src/utils/maxRecommendedTextures.js,15,number,exports
number,number%other%object%undefined%float,0,max recommend texture,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/settings/src/utils/maxRecommendedTextures.js,15,,maxRecommendedTextures
other,other%number%bytebuffer%void%function,0,export,upload buffer multiple time single frame cause performance issues. apparent os check moment check may become complex issue pop elsewhere,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/settings/src/utils/canUploadSameBuffer.js,10,boolean,exports
boolean,boolean%bool%promise%other%void,0,can upload same buffer,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/settings/src/utils/canUploadSameBuffer.js,10,,canUploadSameBuffer
other,other%number%object%string%array,0,get,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,57,,get
undefined,undefined%other%void%object%array,0,set,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,61,,set
other,other%string/function%object%function%string,1,renderer,web gl renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,133,pixi.renderer,renderer
other,other%string%undefined%texture%object,0,render cache,render cached version sprite web gl,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,133,,_renderCached
other,other%string/function%object%function%string,1,renderer,web gl renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,154,pixi.renderer,renderer
boolean,boolean%void%webgltexture%undefined%other,0,init cache display object,prepare web gl renderer cache sprite,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,154,,_initCachedDisplayObject
other,other%string/function%object%function%string,1,renderer,web gl renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,266,pixi.renderer,renderer
htmlcanvaselement,htmlcanvaselement%canvas%other%boolean%texture,0,render cache canvas,render cached version sprite canvas,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,266,,_renderCachedCanvas
other,other%string/function%object%function%string,1,renderer,web gl renderer,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,287,pixi.renderer,renderer
boolean,boolean%void%htmlcanvaselement%texture%other,0,init cache display object canvas,prepare canvas renderer cache sprite,,renderer,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,287,,_initCachedDisplayObjectCanvas
number,number%object%rectangle%other%google.maps.latlngbounds,0,calculate cache bound,calculate bound cache sprite,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,371,,_calculateCachedBounds
other,other%object%rectangle%google.maps.latlngbounds%function,0,get cached local bound,get bound cache sprite,local bound,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,385,rectangle,_getCachedLocalBounds
boolean,boolean%void%undefined%other%kinetic.node,0,destroy cache display object,destroy cached sprite,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,395,,_destroyCachedDisplayObject
object,object%options%object|boolean%mixed%other,1,option,option parameter. boolean act option set value. use destroy container see container destroy method,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,414,object|boolean,options
undefined,undefined%void%boolean%other%object,0,cache a bitmap destroy,destroy cached object,,option,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mixin-cache-as-bitmap/src/index.js,414,,_cacheAsBitmapDestroy
boolean,boolean%string%other%function%void,0,with gl,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/test/Plane.js,9,,withGL
render,render%other%void%undefined%string,0,render,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/SimpleRope.js,35,,_render
void,void%undefined%boolean%other%image,0,texture update,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/NineSlicePlane.js,107,,textureUpdated
undefined,undefined%void%number%cropper%boolean,0,update horizontal vertex,update horizontal vertex,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/NineSlicePlane.js,126,,updateHorizontalVertices
undefined,undefined%number%void%cropper%other,0,update vertical vertex,update vertical vertex,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/NineSlicePlane.js,142,,updateVerticalVertices
other,other%void%boolean%undefined%array,0,refresh,refreshes nine slice plane coords.,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/NineSlicePlane.js,253,,_refresh
void,void%undefined%boolean%other%image,0,texture update,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/SimplePlane.js,40,,textureUpdated
render,render%other%void%undefined%string,0,render,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/SimpleMesh.js,47,,_render
void,void%other%number%object%boolean,0,build,refreshes rope index uvs,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/geometry/RopeGeometry.js,42,,build
other,other%boolean%undefined%void%cropper,0,update vertex,refreshes vertex rope mesh,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/geometry/RopeGeometry.js,117,,updateVertices
undefined,undefined%void%other%boolean%object,0,update,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/geometry/RopeGeometry.js,180,,update
other,other%array%cropper%me.vector2d%vec2,0,build,refreshes plane coordinate,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/mesh-extras/src/geometry/PlaneGeometry.js,23,,build
other,other%function%object%array%string,1,filter manager,manager,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-displacement/src/DisplacementFilter.js,53,pixi.filtermanager,filterManager
mixed,mixed%jquery%other%object%htmlelement,1,input,input target,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-displacement/src/DisplacementFilter.js,53,pixi.rendertarget,input
string,string%number%other%array%mixed,1,output,output target,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-displacement/src/DisplacementFilter.js,53,pixi.rendertarget,output
jquery.mbytplayer,jquery.mbytplayer%fabric.image%array%object%searchparameters,0,apply,applies filter,,filter manager input output,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-displacement/src/DisplacementFilter.js,53,,apply
function,function%string%other%object%array.<*>,0,export,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/generateBlurVertSource.js,33,,exports
other,other%string%object%void%element,0,generate blur vert source,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/generateBlurVertSource.js,33,,generateBlurVertSource
boolean,boolean%undefined%void%other%string,0,apply,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/BlurFilterPass.js,46,,apply
function,function%string%other%object%array.<*>,0,export,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/generateBlurFragSource.js,22,,exports
other,other%string%element%object%xmldocument,0,generate blur frag source,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/generateBlurFragSource.js,22,,generateBlurFragSource
other,other%function%object%array%string,1,filter manager,manager,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/BlurFilter.js,42,pixi.filtermanager,filterManager
mixed,mixed%jquery%other%object%htmlelement,1,input,input target,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/BlurFilter.js,42,pixi.rendertarget,input
string,string%number%other%array%mixed,1,output,output target,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/BlurFilter.js,42,pixi.rendertarget,output
jquery.mbytplayer,jquery.mbytplayer%fabric.image%array%object%searchparameters,0,apply,applies filter,,filter manager input output,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/BlurFilter.js,42,,apply
boolean,boolean%undefined%void%number%other,0,update padding,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/BlurFilter.js,66,,updatePadding
function,function%string%other%object%array.<*>,0,export,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/getMaxBlurKernelSize.js,1,,exports
cc.size,cc.size%number%goog.math.size%object%other,0,get max kernel size,,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-blur/src/getMaxBlurKernelSize.js,1,,getMaxKernelSize
array,array%matrix3%other%matrix%object,1,matrix,x matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,47,array.<number>,matrix
boolean,boolean%matrix%bool%other%boolean|object,1,multiply,true current matrix matrix multiplied. false set current matrix param matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,47,boolean,multiply
matrix,matrix%ext.draw.matrix%goog.math.matrix%other%kinetic.transform,0,load matrix,transforms current matrix set new one,,matrix multiply,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,47,,_loadMatrix
other,other%vec2%array%object%goog.vec.arraytype,1,out,x matrix receiving matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,70,array.<number>,out
other,other%vec2%array%goog.math.matrix%goog.math.coordinate,1,a,x matrix first operand,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,70,array.<number>,a
other,other%goog.math.coordinate%number%array%vec2,1,b,x matrix second operand,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,70,array.<number>,b
other,other%number%vec2%goog.math.vec2%goog.math.coordinate,0,multiply,multiplies two mat,x matrix,out a b,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,70,array.<number>,_multiply
array,array%matrix3%other%matrix%object,1,matrix,x matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,110,array.<number>,matrix
array,array%number%other%number|array.<number>%matrix3,0,color matrix,create float array normalize offset component,x matrix value,matrix,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,110,array.<number>,_colorMatrix
number,number%other%string%float%string|number,1,b,value brigthness black,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,130,number,b
boolean,boolean%matrix%bool%other%boolean|object,1,multiply,true current matrix matrix multiplied. false set current matrix param matrix,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,130,boolean,multiply
number,number%boolean%void%other%bool,0,brightness,adjusts brightness,,b multiply,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,130,,brightness
number,number%float%string%other%array.<number>,1,scale,value grey black,,,/home/zcl/Desktop/parametermismatch/dataset/pixi.js/packages/filters/filter-color-matrix/src/ColorMatrixFilter.js,149,number,scale
