prediction,top_5,datapoint_type,cleaned_name,cleaned_comment,return_param_comment,params,filename,line_number,original,name
string,string%string|array%number|string%other%array.<string>,1,table name,table name drop index,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,742,string,tableName
string,string%other%string|number%object%number,1,index name or attribute,index name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,742,string,indexNameOrAttributes
object,object%other%options%array%array.<object>,1,option,query option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,742,object,options
datatable,datatable%void%algoliasearchhelper%other%promise,0,remove index,remove already exist index table,,table name index name or attribute option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,742,promise,removeIndex
string,string%string|array%string|regexp%array.<string>%other,1,table name,table name want add constraint,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,tableName
array,array%array.<string>%other%string%object,1,attribute,array column name apply constraint,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,array,attributes
object,object%object|string%other%function|object%config,1,option,object define constraint name type etc,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,object,options
string,string%number%other%object%string|array,1,option type,type constraint. one value available constraint case insensitive,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,options.type
string,string%string|undefined%string|array%string|regexp%function,1,option name,name constraint. specify sequelize automatically create name constraint base constraint type table column name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,options.name
number,number%mixed%any%string%array,1,option default value,value default constraint,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,options.defaultValue
object,object%string%regexp%mixed%array,1,option where,clause expression check constraint,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,object,options.where
object,object%other%object|array%dictionary%object|undefined,1,option reference,object specify target table column name create foreign key constraint,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,object,options.references
string,string%string|array.<string>%other%string|function%object,1,option reference table,target table name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,options.references.table
string|array.<string>,string|array.<string>%string%string|function%string|number%array.<string>,1,option reference field,target column name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,options.references.field
string,string%string|array%array.<string>%other%boolean,1,raw tablename,table name backward compatibility,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,string,rawTablename
other,other%map%object%this%undefined,0,add constraint,add constraint table available constraint unique default mssql check sql ignore database engine foreign key primary key,,table name attribute option option type option name option default value option where option reference option reference table option reference field raw tablename,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,810,promise,addConstraint
undefined,undefined%boolean%void%other%self,0,show constraint,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,836,,showConstraint
string,string%string|array%array.<string>%other%string|undefined,1,table name,table name drop constraint,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,849,string,tableName
string,string%number%other%string|array%string|number,1,constraint name,constraint name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,849,string,constraintName
object,object%other%options%array%array.<object>,1,option,query option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,849,object,options
undefined,undefined%jquery%other%promise%element,0,remove constraint,,,table name constraint name option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,849,promise,removeConstraint
jquery,jquery%other%void%undefined%boolean,0,insert,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,865,,insert
string,string%object%array.<string>%other%string|array,1,table name,table upsert,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,string,tableName
array,array%object%string%other%number,1,insert value,value insert mapped field name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,object,insertValues
string,string%number%object%other%array,1,update value,value update mapped field name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,object,updateValues
other,other%object%string%function%array,1,where,various condition,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,object,where
model,model%other%object%function%string,1,model,model upsert,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,model,model
object,object%other%options%array%array.<object>,1,option,query option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,object,options
promise,promise%other%$.promise%array.<string>%array.<object>,0,upsert,upsert,resolve array created primary key,table name insert value update value where model option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,891,"promise.<boolean, ?number>",upsert
string,string%array.<string>%other%string|array%string|regexp,1,table name,table name insert record,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,981,string,tableName
ext.data.model,ext.data.model%other%array%array.<object>%model,1,record,list record insert,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,981,array,records
object,object%other%string%json%mixed,1,option,various option please see model bulk create option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,981,object,options
object,object%string%other%hash%array.<string>,1,attribute,various attribute map field name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,981,object,attributes
promise.<(recordresult|array.<recordresult>)>,promise.<(recordresult|array.<recordresult>)>%ithenable%undefined%other%object,0,bulk insert,insert record table,,table name record option attribute,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,981,promise,bulkInsert
undefined,undefined%void%other%boolean%object,0,update,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,991,,update
string,string%array.<string>%string|array%eventname%number|string,1,table name,table name update,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1022,string,tableName
array,array%string%other%number%object,1,value,value insert mapped field name,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1022,object,values
object,object%string%other%string|number%boolean,1,identifier,hash condition id integer string condition,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1022,object,identifier
object,object%other%string%json%mixed,1,option,various option please see model bulk create option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1022,object,options
object,object%string%string/object%other%array,1,attribute,attribute return object support sql dialect,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1022,object,attributes
promise,promise%undefined%other%promise.<(recordresult|array.<recordresult>)>%object,0,bulk update,update multiple record table,,table name value identifier option attribute,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1022,promise,bulkUpdate
void,void%other%ithenable%undefined%boolean,0,delete,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1034,,delete
string,string%other%string|array%array.<string>%string|undefined,1,table name,table name delete record,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1084,string,tableName
condition,condition%other%array%function%object,1,where,condition find record delete,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1084,object,where
object,object%other%string|object%json%options,1,option,option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1084,object,options
boolean,boolean%number%string%object%bool,1,option truncate,use truncate table command,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1084,boolean,options.truncate
model,model%other%object%function%string,1,model,model,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1084,model,model
promise.<(recordresult|array.<recordresult>)>,promise.<(recordresult|array.<recordresult>)>%other%ext.data.model%promise%ithenable,0,bulk delete,delete record table,,table name where option option truncate model,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1084,promise,bulkDelete
other,other%boolean%void%jquery%undefined,0,select,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1103,,select
number,number%boolean%undefined%other%void,0,increment,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1114,,increment
number,number%other%boolean%string%function,0,decrement,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1125,,decrement
other,other%boolean%jquery%void%element,0,raw select,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1136,,rawSelect
void,void%other%boolean%jquery%function,0,create trigger,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1180,,createTrigger
undefined,undefined%boolean%void%string|htmlelement|htmlcollection|nodelist%other,0,drop trigger,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1189,,dropTrigger
boolean,boolean%void%other%array%object,0,rename trigger,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1199,,renameTrigger
string,string%string|function%other%string|array.<string>%string|array,1,function name,name sql function create,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,string,functionName
array,array%object%hash%array.<string>%other,1,params,list parameter declare sql function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,array,params
function,function%other%type%string%boolean,1,return type,sql type function return value,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,string,returnType
string,string%string|array.<string>%other%string|array%string|function,1,language,name language function implement,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,string,language
string,string%function%string|function%astnode%other,1,body,source code function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,string,body
other,other%object%array.<string>%array%boolean,1,option array,extra option creation,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,array,optionsArray
object,object%other%options%array%array.<object>,1,option,query option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,object,options
function,function%function|undefined%other%undefined%function|null,0,create function,create sql function,,function name params return type language body option array option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1237,promise,createFunction
string,string%string|function%other%string|array%string|undefined,1,function name,name sql function drop,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1265,string,functionName
array,array%object%hash%array.<string>%other,1,params,list parameter declare sql function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1265,array,params
object,object%other%options%array%array.<object>,1,option,query option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1265,object,options
other,other%undefined%function%jquery%boolean,0,drop function,drop sql function,,function name params option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1265,promise,dropFunction
string,string%array.<string>%other%object%array,1,old function name,current name function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1295,string,oldFunctionName
array,array%object%hash%array.<string>%other,1,params,list parameter declare sql function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1295,array,params
string,string%string|function%function|string%object%string|array,1,new function name,new name function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1295,string,newFunctionName
object,object%other%options%array%array.<object>,1,option,query option,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1295,object,options
other,other%function%undefined%promise%void,0,rename function,rename sql function,,old function name params new function name option,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1295,promise,renameFunction
string,string%other%regexp%object%array,1,identifier,identifier quote,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1315,string,identifier
boolean,boolean%bool%other%string|boolean%string,1,force,force true identifier quote even quote identifier option false,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1315,boolean,force
string,string%other%object%array%regexp,0,quote identifier,escape identifier e g. table attribute name,,identifier force,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1315,,quoteIdentifier
other,other%string%array.<element>%element%object,0,quote table,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1319,,quoteTable
array,array%array.<string>%other%string%object,1,identifier,array identifier quote,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1331,array.<string>,identifiers
boolean,boolean%bool%other%string|boolean%string,1,force,force true identifier quote even quote identifier option false,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1331,boolean,force
string,string%array%array.<string>%other%string|array,0,quote identifier,quote array identifier,,identifier force,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1331,,quoteIdentifiers
string,string%mixed%other%string|array%number,1,value,string escape,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1342,string,value
string,string%other%boolean%number%number|string,0,escape,escape value e g. string number date,,value,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1342,,escape
undefined,undefined%void%other%number%boolean,0,set isolation level,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1346,,setIsolationLevel
other,other%jquery%object%function%undefined,0,start transaction,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1369,,startTransaction
other,other%undefined%webinspector.networkrequest%promise%void,0,defer constraint,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1383,,deferConstraints
other,other%function%object%reactreconciletransaction%reactreconciletransaction|reactserverrenderingtransaction,0,commit transaction,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1397,,commitTransaction
reactreconciletransaction,reactreconciletransaction%other%reactreconciletransaction|reactserverrenderingtransaction%object%undefined,0,rollback transaction,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/query-interface.js,1419,,rollbackTransaction
string,string%string|function%object%other%number,1,hook type,hook type see link hook type,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,61,string,hookType
array,array%array.<function()>%other%object%array|null,0,get proxied hook,get array current hook proxy combine,,hook type,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,61,,getProxiedHooks
other,other%object%array%string%function,0,get hook,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,67,,getHooks
object,object%function%other%object|function%hook,1,hook,hook definition,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,81,object,hooks
other,other%undefined%function%void%basicform,0,setup hook,process user supply hook definition,,hook,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,81,,_setupHooks
other,other%ithenable%boolean%array%undefined,0,run hook,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,89,,runHooks
string,string%string|object%object%other%number,1,hook type,hook name see link hook type,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,142,string,hookType
string,string%string|array%array.<string>%string|regexp%other,1,name,provide name hook function. use remove hook later order hook base sort priority system future,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,142,string|function,name
function,function%other%object%string%function|string,1,fn,hook function,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,142,function,fn
object,object%other%this%undefined%void,0,add hook,add hook model,,hook type name fn,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,142,,addHook
string,string%object%other%number%function,1,hook type,see link hook type,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,169,string,hookType
string,string%array%string|array%string|object%other,1,name,name hook function reference attach,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,169,string|function,name
other,other%void%undefined%this%object,0,remove hook,remove hook model,,hook type name,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,169,,removeHook
string,string%object%other%number%function,1,hook type,see link hook type,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,206,string,hookType
boolean,boolean%other%void%bool%function,0,have hook,check whether mode hook type,,hook type,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,206,,hasHooks
undefined,undefined%boolean%void%other%string,0,apply to,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,213,,applyTo
other,other%void%mixed%string%number,0,target[undefined],,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/hooks.js,217,,target[undefined]
boolean,boolean%string%other%object%bool,0,use inflection,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,16,,useInflection
boolean,boolean%string%other%object%number,0,camelize if,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,21,,camelizeIf
boolean,boolean%string%other%object%void,0,underscored if,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,32,,underscoredIf
boolean,boolean%bool%other%boolean|undefined%object,0,be primitive,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,43,,isPrimitive
boolean,boolean%void%string%array%object,0,merge default,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,50,,mergeDefaults
boolean,boolean%function%void%other%undefined,0,merge,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,63,,merge
string,string%regexp%other%object%string|null,0,splice str,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,86,,spliceStr
boolean,boolean%string%number%other%void,0,camelize,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,91,,camelize
other,other%string%number%boolean%void,0,underscore,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,96,,underscore
other,other%void%string%number%undefined,0,singularize,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,101,,singularize
other,other%string%number%void%boolean,0,pluralize,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,106,,pluralize
string,string%other%number%boolean%object,0,format,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,111,,format
string,string%other%object%array.<string>%array,0,format name parameter,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,118,,formatNamedParameters
boolean,boolean%other%collection%jquery%object,0,clone deep,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,124,,cloneDeep
other,other%google.maps.map%object%function%dictionary,0,map finder option,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,146,,mapFinderOptions
string,string%array.<string>%string|undefined%array%string|null,0,map option field name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,159,,mapOptionFieldNames
other,other%object%google.maps.map%array%webinspector.remoteobject,0,map where field name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,180,,mapWhereFieldNames
string,string%other%array.<string>%string|undefined%string|null,0,map value field name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,215,,mapValueFieldNames
boolean,boolean%bool%string%number%void,0,be col string,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,233,,isColString
boolean,boolean%bool%webinspector.remoteobject%other%object,0,can treat array a and,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,238,,canTreatArrayAsAnd
string,string%string|null%object%other%array,0,combine table name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,243,,combineTableNames
string,string%number%object%mixed%other,0,to default value,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,248,,toDefaultValue
string,string%mixed%number%boolean%any,1,value,default value,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,280,*,value
string,string%boolean%mixed%object|undefined%number,0,default value schemable,determine default value provide exists describe db schema use default directive,yes,value,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,280,boolean,defaultValueSchemable
boolean,boolean%number%string%other%ithenable,0,remove null value from hash,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,293,,removeNullValuesFromHash
other,other%array%node%function%object,0,stack,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,315,,stack
other,other%object%webinspector.networkrequest%array%void,0,prepare stack trace,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,317,,prepareStackTrace
array,array%object%array.<*>%other%string,0,slice args,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,326,,sliceArgs
number,number%other%boolean%integer%float,0,now,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,339,,now
number,number%other%boolean%void%object,0,add tick,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,354,,addTicks
boolean,boolean%other%void%jquery%self,0,remove tick,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,360,,removeTicks
object,object%any%string%mixed%value,1,value,object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,395,,"value,"
object,object%boolean%other%value%t,0,flatten object deep,receive tree like object return plain object depth . input name john address street fake st. coordinate longitude . latitude . output name john address street fake st. address coordinate latitude . address coordinate longitude .,object flattened object,value,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,395,,flattenObjectDeep
webinspector.remoteobject,webinspector.remoteobject%other%object%array%array.<*>,0,flatten object,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,399,,flattenObject
other,other%element%angular.jqlite%webinspector.consolemessage%boolean,0,clone,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,429,,clone
object,object%other%object|array%mixed%object|function|filelist,1,obj,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,502,object,obj
object,object%string%other%array.<string>%array,0,get operator,get operator,operator property obj,obj,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,502,array.<symbol>,getOperators
object,object%other%object|array%mixed%object|function|filelist,1,obj,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,513,object,obj
string,string%array%array.<string>%mixed%other,0,get complex key,get complex key,key include operator,obj,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,513,array.<(string|symbol)>,getComplexKeys
object,object%other%object|array%mixed%object|function|filelist,1,obj,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,524,object|array,obj
object,object%array%number%goog.math.size%other,0,get complex size,get complex size,length object property include operator obj array return length,obj,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,524,integer,getComplexSize
object,object%other%object|array%mixed%object|function|filelist,1,obj,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,536,object,obj
boolean,boolean%bool%boolean|undefined%boolean|null%function,0,be where empty,return true clause empty even symbol,,obj,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,536,boolean,isWhereEmpty
string,string%string|undefined%object%string|array%other,1,table name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,549,string,tableName
string,string%string|undefined%array.<string>%object%string|regexp,1,column name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,549,string,columnName
string,string%string|undefined%object%other%array.<string>,0,generate enum name,return enum name join table column name,,table name column name,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,549,string,generateEnumName
object,object%other%object|array%mixed%object|function|filelist,1,obj,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,560,object,obj
string,string%array%object%other%function,0,camelize object key,return new object key camelized,,obj,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,560,string,camelizeObjectKeys
object,object%function|object%eventtarget%array|object%object|function,1,object,destination object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,582,object,object
object,object%tech~sourceobject%eventtarget%any%array|object,1,source,source object,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,582,object,sources
object,object%function|object%array%other%string,0,default,assigns inherited enumerable string symbol key property source object destination object. http lodash com doc . . defaults note method mutate object,return object,object source,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,582,object,defaults
string,string%other%array%function%object,0,class to invokable,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,609,,classToInvokable
boolean,boolean%undefined%void%other%string,0,apply,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,611,,apply
number,number%integer%idbindex%int%number|undefined,1,index,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,628,object,index
string,string%number%object%other%date,1,index field,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,628,array,index.fields
string,string%number%string|undefined%other%object,1,index name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,628,string,index.name
string,string%string|undefined%object%string|array%other,1,table name,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,628,string|object,tableName
number,number%string%idbindex%undefined%other,0,name index,,,index index field index name table name,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/utils.js,628,object,nameIndex
other,other%void%undefined%boolean%idbtransaction,0,commit,commit transaction,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,56,promise,commit
other,other%void%ve.dm.transaction%boolean%undefined,0,rollback,rollback abort transaction,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,85,promise,rollback
other,other%object%void%undefined%string,0,prepare environment,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,108,,prepareEnvironment
number,number%other%int%void%array,0,begin,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,146,,begin
undefined,undefined%other%void%object%array,0,set deferrable,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,153,,setDeferrable
undefined,undefined%void%other%number%boolean,0,set isolation level,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,162,,setIsolationLevel
void,void%boolean%other%undefined%string,0,cleanup,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,169,,cleanup
undefined,undefined%void%boolean%jquery%string,0,clear cl,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,175,,_clearCls
function,function%void%boolean%other%undefined,0,after commit,,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/transaction.js,192,,afterCommit
undefined,undefined%void%other%this%boolean,0,validate,main entry point validation module invoke start dance,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/instance-validator.js,64,promise,_validate
function,function%other%object%any%boolean,0,validate,invoke validation sequence run validation hook define validation model hook validation validation success validation model hook validation failure validation fail model hook,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/instance-validator.js,89,promise,validate
function,function%any%other%object|null%boolean,0,validate and run hook,invoke validation sequence run hook validation model hook validation validation success validation model hook validation failure validation fail model hook,,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/instance-validator.js,103,promise,_validateAndRunHooks
promise,promise%object%other%deferred%function,0,builtin validators,run build validators,promise reflect,,/home/zcl/Desktop/parametermismatch/dataset/sequelize/lib/instance-validator.js,121,promise.<array.<promise.promiseinspection>>,_builtinValidators
